title,latitude,__CLASS__,redirect_url,salary_min,created,salary_max,salary_is_predicted,description,longitude,id,adref,company.__CLASS__,company.display_name,category.tag,category.label,category.__CLASS__,location.display_name,location.area,location.__CLASS__,contract_time,contract_type,country_code,country,currency,role_family,search_term,query_page,collected_at_utc,query_result_position
Business Analyst Bancario,46.520502,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5845356660?utm_medium=api&utm_source=aa0fc1e4,,2026-08-17T19:41:17Z,,0,"Partecipa a un progetto di grande portata per una bancaBusiness Analyst BancarioPartecipa a un progetto di grande portata per una banca riconosciuta!Business Analyst BancarioInformazioni sul ruoloIl nostro cliente, un istituto bancario, è alla ricerca di un Business Analyst. Questo ruolo essenziale consiste nel garantire la qualità dei nuovi sviluppi nell'ambito di un progetto di convergenza. Lavorerai all'interno di un team dedicato alla gestione dei progetti in conformità bancaria, assicurand…",6.632262,5845356660,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVUdQZDFldWw4UkdlWDRINkF6TmJ2USIsImkiOiI1ODQ1MzU2NjYwIn0.TWP5IH7nxvHZSS2NxRSOSqCZvu5g5qXJzdFv-w5Nefk,Adzuna::API::Response::Company,Academic Work Switzerland SA,unknown,Unknown,Adzuna::API::Response::Category,"Le Mont-sur-Lausanne, Lausanne","['Schweiz', 'Kanton Waadt', 'Lausanne', 'Le Mont-sur-Lausanne']",Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,3,2026-09-01 09:59:26.183809+00:00,139
BUSINESS ANALYST,46.218253,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5845353982?utm_medium=api&utm_source=aa0fc1e4,,2026-08-17T19:39:02Z,,0,"Business Analyst IT 80-100% (H/F) \""” Genève, , Pour le compte de notre clien BUSINESS ANALYST Business Analyst IT 80-100% (H/F) ""” Genève, , Pour le compte de notre client, un établissement public genevois de premier plan, acteur incontournable de la mobilité dans le canton, nous recherchons un-e Business Analyst pour renforcer son Département des Systèmes d'Information. BUSINESS ANALYST Business Analyst IT 80-100% (H/F) - Genève Pour le compte de notre client, un établissement public genevois…",6.11634,5845353982,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NTM1Mzk4MiIsInMiOiJVR1BkMWV1bDhSR2VYNEg2QXpOYnZRIn0.h0GyQYfGPzURWyNqrUog0-hH8fzDCGYhZYgbe326Iy8,Adzuna::API::Response::Company,Experis,unknown,Unknown,Adzuna::API::Response::Category,"Le Grand-Saconnex, Genf","['Schweiz', 'Kanton Genf', 'Genf', 'Le Grand-Saconnex']",Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,3,2026-09-01 09:59:26.183809+00:00,140
Business Analyst Bancaire,46.520502,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5845353965?utm_medium=api&utm_source=aa0fc1e4,,2026-08-17T19:39:01Z,,0,"Cliquez ici et venez prendre part à un projet d'envergure pour une banque Business Analyst Bancaire Cliquez ici et venez prendre part à un projet d'envergure pour une banque reconnue! Business Analyst Bancaire A propos du rôle Notre client, une institution bancaire, est à la recherche d'un-e Business Analyst. Ce rôle essentiel consiste à garantir la qualité des nouveaux développements dans le cadre d'un projet stratégique de convergence. Vous travaillerez au sein d'une équipe dédiée à la gestio…",6.632262,5845353965,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVUdQZDFldWw4UkdlWDRINkF6TmJ2USIsImkiOiI1ODQ1MzUzOTY1In0.8ITnwP-NH8NcMQ1B-Yae7D2wvv7D67iX-sO4TQfV-kQ,Adzuna::API::Response::Company,Academic Work Switzerland SA,unknown,Unknown,Adzuna::API::Response::Category,"Le Mont-sur-Lausanne, Lausanne","['Schweiz', 'Kanton Waadt', 'Lausanne', 'Le Mont-sur-Lausanne']",Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,3,2026-09-01 09:59:26.183809+00:00,141
Banking Business Analyst,46.520502,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5845352921?utm_medium=api&utm_source=aa0fc1e4,,2026-08-17T19:38:41Z,,0,"Click here and come take part in a large-scale project for a bankBanking Business AnalystClick here and come take part in a large-scale project for a recognized bank!Banking Business AnalystAbout the roleOur client, a banking institution, is looking for a Business Analyst. This essential role consists of guaranteeing the quality of new developments within the framework of a convergence project. You will work within a team dedicated to managing projects in banking compliance, ensuring the liaiso…",6.632262,5845352921,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NTM1MjkyMSIsInMiOiJVR1BkMWV1bDhSR2VYNEg2QXpOYnZRIn0.Kl4hx2Tjmyc2Kt0mdFlCtQToe2WvBtUWQJ8W70kavnQ,Adzuna::API::Response::Company,Academic Work Switzerland SA,unknown,Unknown,Adzuna::API::Response::Category,"Le Mont-sur-Lausanne, Lausanne","['Schweiz', 'Kanton Waadt', 'Lausanne', 'Le Mont-sur-Lausanne']",Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,3,2026-09-01 09:59:26.183809+00:00,142
Stagiaire Business Analyst et Product Merchandiser - Janvier 2027,,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5844661746?utm_medium=api&utm_source=aa0fc1e4,,2026-08-17T01:28:40Z,,0,"La division Mode Swiss Markets se fait l'ambassadrice de l'esprit Retail pour l'activité originelle de la Marque, la Mode. Chaque collection traduit les valeurs chères à Gabrielle Chanel à travers un style unique et audacieux : liberté, féminité, créativité. Le réseau de distribution hautement sélectif de CHANEL en Suisse et en Amérique Latine s'étend sur 4 pays et met en valeur chaque collection. C'est l'obsession du détail et la recherche de perfection qui fait de la rencontre entre CHANEL et…",,5844661746,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NDY2MTc0NiIsInMiOiJVR1BkMWV1bDhSR2VYNEg2QXpOYnZRIn0.qSdodzy7ImQvMQqI4PLPca5hyH849NDcooTJpEWwEsQ,Adzuna::API::Response::Company,Chanel,unknown,Unknown,Adzuna::API::Response::Category,Schweiz,['Schweiz'],Adzuna::API::Response::Location,full_time,,ch,Switzerland,CHF,Business Analyst,business analyst,3,2026-09-01 09:59:26.183809+00:00,143
Business and Financial Analyst Intern - January 2027,,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5844661743?utm_medium=api&utm_source=aa0fc1e4,,2026-08-17T01:28:39Z,,0,"CHANEL is a dynamic and innovative player in the travel retail industry, committed to delivering exceptional experiences for our global customers. As part of our continued growth, we are seeking a skilled and detail-oriented Business & financial analyst Intern to join our Global Travel Retail Team. This role presents an exciting opportunity to contribute to the success of our business through insightful performance analysis. Position Overview: Among the Business analytics team, you will have th…",,5844661743,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NDY2MTc0MyIsInMiOiJVR1BkMWV1bDhSR2VYNEg2QXpOYnZRIn0.pZtnEyOyYExLRGPZOVbl3Vv6U4CFL9tWzjPiIlxNmts,Adzuna::API::Response::Company,Chanel,accounting-finance-jobs,Stellen aus Buchhaltung & Finanzwesen,Adzuna::API::Response::Category,Schweiz,['Schweiz'],Adzuna::API::Response::Location,full_time,,ch,Switzerland,CHF,Business Analyst,business analyst,3,2026-09-01 09:59:26.183809+00:00,144
Stagiaire Business Analyst Et Product Merchandiser - Janvier 2027,46.206338,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5844501683?utm_medium=api&utm_source=aa0fc1e4,,2026-08-16T23:51:31Z,,0,"Entdecke eine aufregende Chance bei CHANEL in Genf! Werde Teil eines kreativen Teams, das Mode und Luxus lebt. Aufgaben Unterstütze die Produktmerchandising-Managerin bei der Produktüberwachung. Erstelle regelmäßige Verkaufs- und Bestandsberichte mit Power BI. Analysiere Markttrends und unterstütze bei Einkaufsentscheidungen. Fähigkeiten Du bist bald Absolvent*in einer Handels- oder Ingenieurausbildung. Du beherrschst Excel und PowerPoint, Power BI ist ein Plus. Du bist detailorientiert, anpass…",6.146335,5844501683,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0NDUwMTY4MyIsInMiOiJVR1BkMWV1bDhSR2VYNEg2QXpOYnZRIn0.eVgSl7BgEQC83gK1M3yu-6jkluREiavWHxSArajTbUQ,Adzuna::API::Response::Company,"G. et F. Châtelain, succursale de Chanel SARL",unknown,Unknown,Adzuna::API::Response::Category,Genf,"['Schweiz', 'Kanton Genf', 'Genf', 'Genf']",Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,3,2026-09-01 09:59:26.183809+00:00,145
Business & Technology Analyst / Consultant (Entry Level),47.374173,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5843423869?utm_medium=api&utm_source=aa0fc1e4,,2026-08-15T23:59:26Z,,0,"Einstieg ins Consulting Unbefristet 80-100% Eraneos ist eine internationale Beratungsgruppe für Strategie, Transformation und Technologie, die Unternehmen dabei unterstützt, in einer dynamischen digitalen Welt erfolgreich zu sein. Mit erstklassigen Expertinnen und Experten aus Business und Technologie befähigen wir unsere Kunden, neue Massstäbe für nachhaltige Transformationen zu setzen - von der Strategie bis zur Umsetzung. Ob bei der Gestaltung zukunftsfähiger Organisationen, der Erschliessun…",8.523767,5843423869,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVUdQZDFldWw4UkdlWDRINkF6TmJ2USIsImkiOiI1ODQzNDIzODY5In0.atNE3qolSFNnb_QAr6gxU-uC3dL7-Dc83-NkgA2Kut8,Adzuna::API::Response::Company,Eraneos,unknown,Unknown,Adzuna::API::Response::Category,Zürich,"['Schweiz', 'Kanton Zürich', 'Zürich', 'Zürich']",Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,3,2026-09-01 09:59:26.183809+00:00,146
Bilingual Business Analyst,,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5842832011?utm_medium=api&utm_source=aa0fc1e4,,2026-08-15T09:13:29Z,,0,"At TechBiz Global, we are providing recruitment service to our TOP clients from our portfolio. We are currently seeking a bilingual Business Analyst to join one of our clients ' teams. If you're looking for an exciting opportunity to grow in an innovative environment, this could be the perfect fit for you. Location: Remote (must be available during Eastern Time business hours) Industry: Insurance / Insurtech Type: Full-Time Language Requirements: Bilingual – English & Spanish Responsibilities C…",,5842832011,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MjgzMjAxMSIsInMiOiJVR1BkMWV1bDhSR2VYNEg2QXpOYnZRIn0.J8mQ4t0iNATGWM81XGDZeWCXkniT0n7cN5Z3n7a5NYI,Adzuna::API::Response::Company,TechBiz Global GmbH,it-jobs,IT-Stellen,Adzuna::API::Response::Category,Schweiz,['Schweiz'],Adzuna::API::Response::Location,full_time,permanent,ch,Switzerland,CHF,Business Analyst,business analyst,3,2026-09-01 09:59:26.183809+00:00,147
Business Analyst Insurance,46.947031,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5841678642?utm_medium=api&utm_source=aa0fc1e4,,2026-08-14T12:25:07Z,,0,Business Analyst Insurance AKROS hat sich seit 1986 kontinuierlich zu einem zuverlässigen und expandierenden IT-Dienstleister entwickelt. Heute sind wir spezialisiert auf Dienstleistungen im gesamten Lifecycle von innovativen Individual- und Integrationslösungen im Umfeld von verteilten Softwaresystemen. Basierend auf langjähriger Erfahrung und einem Know-how-Pool von über 170 hochqualifizierten IT-Spezialisten ist AKROS in der Lage ihre Kunden bei anspruchsvollen Projektvorhaben zielführend zu…,7.424194,5841678642,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MTY3ODY0MiIsInMiOiJVR1BkMWV1bDhSR2VYNEg2QXpOYnZRIn0.hKCngIYlSym7JFMVmYVuVXO5Mo9kjwOjtD34Tt32-zE,Adzuna::API::Response::Company,Akros AG,unknown,Unknown,Adzuna::API::Response::Category,"Bern, Bern-Mittelland","['Schweiz', 'Kanton Bern', 'Bern-Mittelland', 'Bern']",Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,3,2026-09-01 09:59:26.183809+00:00,148
BUSINESS ANALYST 80-100% - Genève,46.185719,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5841674749?utm_medium=api&utm_source=aa0fc1e4,,2026-08-14T12:24:44Z,,0,"BUSINESS ANALYST 80-100% - Genève En tant que partenaire de prestigieuses entreprises en suisse romande nous sommes à la recherche d’un(e) BUSINESS ANALYST 80-100% passionné(e) et expérimenté(e) pour rejoindre une entreprise dynamique. Votre mission : Au sein du Département des Systèmes d’Information, vous êtes en charge de : - Participer aux projets dans le rôle de Business Analyst - Recueillir et synthétiser les besoins auprès des départements et référents métier - Modéliser les processus et …",6.140324,5841674749,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MTY3NDc0OSIsInMiOiJVR1BkMWV1bDhSR2VYNEg2QXpOYnZRIn0.w9D7Y2rym-paWFHPcaK53aEe4-KDSa1dEMWBGWYQ_-U,Adzuna::API::Response::Company,Integraal Data Services,unknown,Unknown,Adzuna::API::Response::Category,"Carouge, Genf","['Schweiz', 'Kanton Genf', 'Genf', 'Carouge']",Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,3,2026-09-01 09:59:26.183809+00:00,149
Business Analyst Tarifmanagement,47.206959,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5841666061?utm_medium=api&utm_source=aa0fc1e4,,2026-08-14T12:24:16Z,,0,"Business Analyst Tarifmanagement Was dich erwartet Du beobachtest den schweizerischen Kranken- und Unfallversicherungsmarkt, monitorst gesetzliche und reglementarische Veränderungen und adressierst abteilungs-/firmenintern den Informationsfluss und Handlungsbedarf Du analysierst fachliche Kundenanforderungen und erarbeitest Lösungen und Spezifikationen zusammen mit Spezialisten aus Entwicklung und Technik auf Basis von Business Requirements und mittels Parametrierung Du unterstützt tatkräftig d…",7.533312,5841666061,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVUdQZDFldWw4UkdlWDRINkF6TmJ2USIsImkiOiI1ODQxNjY2MDYxIn0.2Gm_B8-oEB5YpewrOMxYkjsz0QI4wXrg7UEX2icSspE,Adzuna::API::Response::Company,Centris AG,unknown,Unknown,Adzuna::API::Response::Category,Solothurn,"['Schweiz', 'Kanton Solothurn', 'Solothurn', 'Solothurn']",Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,3,2026-09-01 09:59:26.183809+00:00,150
Business Analyst Tarifmanagement,47.206959,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5841664012?utm_medium=api&utm_source=aa0fc1e4,,2026-08-14T12:24:10Z,,0,"Was dich erwartet Du beobachtest den schweizerischen Kranken- und Unfallversicherungsmarkt, monitorst gesetzliche und reglementarische Veränderungen und adressierst abteilungs-/firmenintern den Informationsfluss und Handlungsbedarf Du analysierst fachliche Kundenanforderungen und erarbeitest Lösungen und Spezifikationen zusammen mit Spezialisten aus Entwicklung und Technik auf Basis von Business Requirements und mittels Parametrierung Du unterstützt tatkräftig die kontinuierliche Verbesserung i…",7.533312,5841664012,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmpFdDEtdWw4UkdlWDRINkF6TmJ2USIsImkiOiI1ODQxNjY0MDEyIn0.ARBvNNWnl4l1uXWpdgezOr9id3VzKk_oFJC4VMzSoIU,Adzuna::API::Response::Company,Centris AG,unknown,Unknown,Adzuna::API::Response::Category,Solothurn,"['Schweiz', 'Kanton Solothurn', 'Solothurn', 'Solothurn']",Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,4,2026-09-01 09:59:26.183809+00:00,151
Business Analyst Claims Sumex,47.206959,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5841663916?utm_medium=api&utm_source=aa0fc1e4,,2026-08-14T12:24:10Z,,0,"Was dich erwartet Du analysierst fachliche Kundenanforderungen und erarbeitest Lösungen und Spezifikationen zusammen mit Spezialisten aus Entwicklung und Technik auf Basis von Business Requirements und mittels Parametrierung Du modellierst und optimierst Geschäftsprozesse zusammen mit den Kunden im Kranken- oder Unfallversicherungsbereich, insbesondere im Bereich der Leistungen Du unterstützt tatkräftig die kontinuierliche Verbesserung in der automatischen Rechnungsprüfung und trägst nachhaltig…",7.533312,5841663916,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmpFdDEtdWw4UkdlWDRINkF6TmJ2USIsImkiOiI1ODQxNjYzOTE2In0.1BvOisCkJt_2y4bQQ2nAGClnga7X33QV5N339VfxauU,Adzuna::API::Response::Company,Centris AG,unknown,Unknown,Adzuna::API::Response::Category,Solothurn,"['Schweiz', 'Kanton Solothurn', 'Solothurn', 'Solothurn']",Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,4,2026-09-01 09:59:26.183809+00:00,152
Prozessmanager*in / Business Analyst*in,47.063709,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5841662993?utm_medium=api&utm_source=aa0fc1e4,,2026-08-14T12:24:05Z,,0,"Prozessmanager*in / Business Analyst*in Die Pädagogische Hochschule Luzern ist ein Kompetenz- und Impulszentrum für die Lehrer*innenbildung, für Pädagogik und Didaktik. Sie umfasst diverse Studiengänge mit rund 2'500 Studierenden in der Ausbildung sowie die Bereiche Forschung & Entwicklung und Weiterbildung & Dienstleistungen. Für das Digitalisierungsvorhaben in Bezug auf die IT-gestützten Prozesse der Schuladministration haben wir nach Vereinbarung folgende Stelle zu besetzen: Prozessmanager*i…",8.2788,5841662993,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MTY2Mjk5MyIsInMiOiI2akV0MS11bDhSR2VYNEg2QXpOYnZRIn0.s5M_yCUg99jryyo4foL1mmc9CEaHiVGEmpty0oYnHtM,Adzuna::API::Response::Company,PH Luzern,other-general-jobs,Sonstige/Allgemeine Stellen,Adzuna::API::Response::Category,"Luzern, Luzern-Stadt","['Schweiz', 'Kanton Luzern', 'Luzern-Stadt', 'Luzern']",Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,4,2026-09-01 09:59:26.183809+00:00,153
BUSINESS ANALYST 80-100% - Genève,,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5841660097?utm_medium=api&utm_source=aa0fc1e4,,2026-08-14T12:23:53Z,,0,"En tant que partenaire de prestigieuses entreprises en suisse romande nous sommes à la recherche d’un(e) BUSINESS ANALYST 80-100% passionné(e) et expérimenté(e) pour rejoindre une entreprise dynamique. Votre mission : Au sein du Département des Systèmes d’Information, vous êtes en charge de : - Participer aux projets dans le rôle de Business Analyst - Recueillir et synthétiser les besoins auprès des départements et référents métier - Modéliser les processus et participer au cadrage des projets …",,5841660097,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmpFdDEtdWw4UkdlWDRINkF6TmJ2USIsImkiOiI1ODQxNjYwMDk3In0.Ho_q3kcIPVpF6u-yRD1KYgmDIzJNOcvBAYDaeyjQEXM,Adzuna::API::Response::Company,Integraal Data Services,unknown,Unknown,Adzuna::API::Response::Category,Schweiz,['Schweiz'],Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,4,2026-09-01 09:59:26.183809+00:00,154
"Business Analyst Finance (Accounting, Cost & Fees, Tax) 100%Change Management",47.555755,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5841656718?utm_medium=api&utm_source=aa0fc1e4,,2026-08-14T12:23:34Z,,0,"Wir sind ein bevorzugter Partner für anspruchsvolle Privatkundinnen und -kunden sowie für Unternehmen mit Wachstumspotenzial. Als Tochtergesellschaft der französischen Finanzgruppe Crédit Mutuel Alliance Fédérale legen wir grossen Wert auf Nähe, Unternehmergeist und langfristige Stabilität. Mit rund 480 Mitarbeitenden an unseren acht Standorten in der Schweiz begleiten wir Sie mit Engagement und Fachkompetenz. Unser Hauptsitz befindet sich in Basel, weitere Filialen haben wir in Freiburg, Genf,…",7.588766,5841656718,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MTY1NjcxOCIsInMiOiI2akV0MS11bDhSR2VYNEg2QXpOYnZRIn0.Xkir7vnsQ5MtgCwbfdHAg58GduiBeoE88knM93QwA0s,Adzuna::API::Response::Company,Bank CIC  AG,unknown,Unknown,Adzuna::API::Response::Category,"Basel, Basel-Stadt","['Schweiz', 'Kanton Basel-Stadt', 'Basel-Stadt', 'Basel']",Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,4,2026-09-01 09:59:26.183809+00:00,155
Business Analyst Data & Integration (m/w/d),47.139864,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5841650730?utm_medium=api&utm_source=aa0fc1e4,,2026-08-14T12:22:58Z,,0,"Möchten Sie Daten verbinden und Digitalisierung vorantreiben? Sie entwickeln Daten- und Integrationslösungen, schaffen verlässliche Entscheidungsgrundlagen und unterstützen die Fachbereiche bei der Digitalisierung und Automatisierung ihrer Geschäftsprozesse. Die SIGNAL AG ist Gesamtanbieterin von Produkten, Systemen und Dienstleistungen für Signalisation, Information, Parkraumbewirtschaftung, Markierung und Verkehrslenkung und beschäftigt am Hauptsitz in Büren an der Aare und den 9 Marktgebiete…",7.372357,5841650730,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmpFdDEtdWw4UkdlWDRINkF6TmJ2USIsImkiOiI1ODQxNjUwNzMwIn0.c52bjMJopuaYFuf2C-LVRpojcYMl7a7kEekJqOlOSvs,Adzuna::API::Response::Company,Signal AG,unknown,Unknown,Adzuna::API::Response::Category,"Büren an der Aare, Seeland","['Schweiz', 'Kanton Bern', 'Seeland', 'Büren an der Aare']",Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,4,2026-09-01 09:59:26.183809+00:00,156
Senior IT Projektleiter:in / Business Analyst:in,47.093605,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5841650009?utm_medium=api&utm_source=aa0fc1e4,,2026-08-14T12:22:54Z,,0,"Senior IT Projektleiter:in / Business Analyst:in Die Pistor AG ist das führende, unabhängige Handels- und Dienstleistungsunternehmen für Bäckereien-Confiserien, die Gastronomie und für den Gesundheitsmarkt. Modernste Logistik, innovative Ideen, Zuverlässigkeit, nachhaltiges Handeln und jede Menge Herzblut – genau das ist es, womit wir unsere Kunden erfolgreicher machen. Für unser Projektmanagement-Team suchen wir eine erfahrene Persönlichkeit, die Projekte konsequent zum Erfolg führt. Du überni…",8.271569,5841650009,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MTY1MDAwOSIsInMiOiI2akV0MS11bDhSR2VYNEg2QXpOYnZRIn0._dI5IXWjCJP87EPj9w1DuFYMhrJ9ZhtX0A4pV5Fpb40,Adzuna::API::Response::Company,Pistor AG,unknown,Unknown,Adzuna::API::Response::Category,"Rothenburg, Hochdorf","['Schweiz', 'Kanton Luzern', 'Hochdorf', 'Rothenburg']",Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,4,2026-09-01 09:59:26.183809+00:00,157
Business Analyst Insurance,,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5841647275?utm_medium=api&utm_source=aa0fc1e4,,2026-08-14T12:22:38Z,,0,AKROS hat sich seit 1986 kontinuierlich zu einem zuverlässigen und expandierenden IT-Dienstleister entwickelt. Heute sind wir spezialisiert auf Dienstleistungen im gesamten Lifecycle von innovativen Individual- und Integrationslösungen im Umfeld von verteilten Softwaresystemen. Basierend auf langjähriger Erfahrung und einem Know-how-Pool von über 170 hochqualifizierten IT-Spezialisten ist AKROS in der Lage ihre Kunden bei anspruchsvollen Projektvorhaben zielführend zu unterstützen. Die NOSER GR…,,5841647275,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MTY0NzI3NSIsInMiOiI2akV0MS11bDhSR2VYNEg2QXpOYnZRIn0.SNxOrGmiW0ZRKjTAH22bW63mra89iK5dCRr0hHIIR3Y,Adzuna::API::Response::Company,Akros AG,unknown,Unknown,Adzuna::API::Response::Category,Schweiz,['Schweiz'],Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,4,2026-09-01 09:59:26.183809+00:00,158
Business Analyst/Requirements Engineer (m/w) 60-100% in Bern,46.947031,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5841645920?utm_medium=api&utm_source=aa0fc1e4,,2026-08-14T12:22:31Z,,0,"Aufgaben: Bei uns bist du von Beginn an in ein Projekt eingebunden und erhältst die Möglichkeit, dich in einem spannenden und interessanten Umfeld einzubringen und dieses mitzugestalten Als Consultant der e3 bist du immer am Puls der Zeit und unterstützt unsere Kunden, die Herausforderungen der Digitalisierung optimal zu meistern Du erhebst, dokumentierst und optimierst Geschäftsprozesse und leitest daraus Anforderungen für IT-Systeme und Prozesse ab Du zeichnest dich für die exakte und adressa…",7.424194,5841645920,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmpFdDEtdWw4UkdlWDRINkF6TmJ2USIsImkiOiI1ODQxNjQ1OTIwIn0.nPqAPpqDZrPuaA5X8NVBuZkt4mjwJiJwmL8Rhsq_DZA,Adzuna::API::Response::Company,e3 AG,unknown,Unknown,Adzuna::API::Response::Category,"Bern, Bern-Mittelland","['Schweiz', 'Kanton Bern', 'Bern-Mittelland', 'Bern']",Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,4,2026-09-01 09:59:26.183809+00:00,159
Business Analyst/Chef de Projet IT,46.553309,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5841641655?utm_medium=api&utm_source=aa0fc1e4,,2026-08-14T12:22:13Z,,0,"Description de l'entreprise Notre client est un acteur du secteur de la construction reconnu pour sa capacité à innover et à moderniser ses outils et processus. Présent sur plusieurs sites en Suisse romande, l'entreprise développe des solutions technologiques pour soutenir ses activités opérationnelles. Portée par une forte culture projet, elle cherche aujourd'hui à renforcer son pôle IT en recrutant un-e Spécialiste Solutions IT pour accompagner le développement de ses outils métiers. Descript…",6.688284,5841641655,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MTY0MTY1NSIsInMiOiI2akV0MS11bDhSR2VYNEg2QXpOYnZRIn0.czTNk0qrBegyw3Zk0VvBOzhrw_Vfy-2PRTyvyWEcB9M,Adzuna::API::Response::Company,Finders,unknown,Unknown,Adzuna::API::Response::Category,Lausanne,"['Schweiz', 'Kanton Waadt', 'Lausanne', 'Lausanne']",Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,4,2026-09-01 09:59:26.183809+00:00,160
Business Analyst Atlassian 80-100%,46.553309,Adzuna::API::Response::Job,https://www.adzuna.ch/details/5841638762?utm_medium=api&utm_source=aa0fc1e4,,2026-08-14T12:21:57Z,,0,"Employeur solide et tourné vers l'avenir, la Vaudoise est l'un des Business Analyst Atlassian (h/f/x) 80-100% Employeur solide et tourné vers l'avenir, la Vaudoise est l'un des assureurs leaders en Suisse. Fidèle à sa nature coopérative et à ses valeurs, elle encourage la création d'un environnement de travail sain, inclusif et inspirant, idéal pour développer votre talent. Rattaché-e dans la Division des Solutions fonctions corporate, le / la Business Analyst sera dédié-e à l'ensemble des solu…",6.688284,5841638762,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNmpFdDEtdWw4UkdlWDRINkF6TmJ2USIsImkiOiI1ODQxNjM4NzYyIn0.vo_NVZePlVHfCifoy3120uMzV5jzJ7G19qfjZlaCrqQ,Adzuna::API::Response::Company,Vaudoise Assurances,consultancy-jobs,Beraterstellen,Adzuna::API::Response::Category,Lausanne,"['Schweiz', 'Kanton Waadt', 'Lausanne', 'Lausanne']",Adzuna::API::Response::Location,,,ch,Switzerland,CHF,Business Analyst,business analyst,4,2026-09-01 09:59:26.183809+00:00,161
